8.17670822144e-06,-9.09522026777e-06,4.80356365442e-06,-68.5820701435,-15.74304706,9.27238027876,-79.1054727545,201.777958259,-19.3616363212,-79.7360470939,590.387727874,-190.509479908,91.2011484806,-10.9602059564,3.14523757757,20.6571486652,250.002206249,154.9103444,-32.2665677627,486.633947366,265.474922091,-39.6213766459,-166.197600092,-6.38019851847,-69.9112086773,-402.345632874,-75.8213123146,-96.8518904273,-530.301013232,-85.7382706899,9.2894639769,-301.368483143,-47.2779039475,79.3182232475,-168.190398302,-29.7436480717,70.9388120572,-12.2830589547,-251.79603599,-161.444261778,-318.897082532,-98.3970513167,-207.506585095,-146.412267552,-68.8869335279,-204.888248676,-31.9720169033,-168.168462668
2.22618281841e-06,-2.3106880486e-06,1.89827382565e-06,-96.2368811367,-3.62562883675,2.44112518379,-75.4586112862,277.652410254,87.280766565,-34.0655588805,715.070967323,60.2162347315,102.652535088,-2.81399687544,1.75104324916,28.2013830674,275.647913304,150.396412678,-20.0742199488,629.525161228,300.192418145,-62.6753289459,-163.146455776,-34.1592190367,-87.4559060948,-402.629731653,-88.4231100245,-113.480655076,-582.835928642,-87.7844884793,29.7507572339,-333.528948304,-72.9082325673,141.802494802,-144.440922028,-73.3192928907,158.72858578,39.3554436532,-230.67304897,-189.761194011,-311.835730357,-82.9143428939,-191.717101529,-141.784253666,-47.5911318916,-194.168735706,-19.9930177321,-122.670094607
1.7975717783e-06,-1.83996409178e-06,1.58765465021e-06,-98.80309415,-2.09386514462,0.257253287101,-50.1374685545,267.98863291,134.524263113,-27.7779434458,706.331293454,158.39632573,103.94616118,-3.16481146941,3.25998496408,24.6901920062,269.625476671,133.349518577,-1.3146625353,647.896882517,254.816208784,-64.2321485729,-172.389691329,-40.4508189217,-95.6516042938,-413.700665363,-95.9051947045,-133.940269432,-599.830207261,-111.824862729,29.763470479,-349.198783168,-77.2329514694,174.364127949,-160.285792795,-83.4291729353,186.208319923,44.0182497747,-232.098781489,-199.337859505,-317.838074881,-87.7353516837,-208.616727876,-146.268125107,-52.5633438988,-186.860428295,0.452054282274,-127.109985092
1.30176991224e-06,-1.32772177458e-06,1.19968056679e-06,-98.6795523472,-3.58258337163,9.10448478005,-34.608388974,278.83818522,196.175436332,-35.9961598063,742.202749859,230.925096977,102.421576656,-0.193780498104,-6.48058367255,38.7979882643,289.930099985,76.8291967467,6.16571989687,668.417969511,206.674505006,-56.4896941123,-172.723871298,-42.9749106774,-83.8374887138,-418.104560385,-99.8947349237,-129.17976076,-611.3722989,-124.601278134,42.9390799639,-355.164538065,-79.8802443469,199.958781967,-170.305528653,-62.2215803456,256.182216516,43.9435430542,-215.303641634,-187.862838992,-324.253683643,-85.9507237541,-205.475697379,-158.649291678,-39.7912248477,-198.231255878,0.235768977408,-108.165730662
1.73380970955e-06,-1.79355591536e-06,1.57311111689e-06,-92.4915238576,-5.40860554385,16.4007242775,-22.3179856079,259.831721955,251.150686712,-42.8666108166,704.179778666,290.707860639,97.2973931983,0.207298780225,-12.9013718771,25.2924839437,278.62221713,51.0994087734,-8.29974842999,659.769450293,153.882195406,-55.3423469277,-165.21260404,-45.1238261045,-81.5288615888,-411.466132229,-107.605909083,-128.281891768,-615.323010339,-121.643953479,41.7143470118,-347.585118831,-87.3026684197,208.807246225,-189.391429172,-69.3921228944,299.782756299,26.7365378204,-220.256742016,-180.903120548,-316.167177207,-92.9376632793,-177.639409046,-178.350191793,-43.2040512163,-183.203498039,-21.8854300574,-114.3893914
1.7944380641e-06,-1.7661973834e-06,1.590500772e-06,-86.8158079315,-6.18189057102,18.7105297828,-17.4609240997,255.645016717,249.034226354,-48.5012469619,693.964948266,305.275914358,91.7680537124,1.05622409754,-15.1179650869,31.3801321056,272.858418181,22.8256246489,-16.5767444099,655.479192072,144.635460991,-51.8692644919,-163.332444999,-50.2454902913,-75.1365756392,-411.972690547,-106.370309376,-109.406754429,-609.664264925,-103.976536611,43.2446239885,-344.761152485,-88.7097478224,233.816435189,-202.294902066,-73.4968126476,375.145002429,-10.7931302577,-211.136472261,-166.116080514,-325.298822813,-88.169262351,-142.482887224,-206.950028261,-26.9903386126,-160.629503791,-81.4997819953,-78.9210424073
1.96067020297e-06,-1.8713131547e-06,1.63517296314e-06,-83.6822949865,-7.78941907346,18.1086658864,-27.4298611756,264.267275904,203.945198312,-65.4262823489,676.682988091,293.244589132,89.0531216099,2.24416051289,-14.4393799471,25.5906134253,266.305948533,38.8837143566,-15.5899043938,631.612716103,216.265818963,-37.9544215813,-165.637147042,-43.7437649472,-63.6379919012,-411.442724763,-110.732039375,-101.880439169,-596.327576071,-124.191834964,54.093922692,-342.750267507,-94.1055646913,250.824635234,-210.03319082,-77.1962377851,398.942771798,-34.5819635768,-204.065679533,-156.152684915,-330.751266261,-88.2290512977,-153.82857511,-213.031078992,-38.9213154158,-212.659706026,-116.633922627,-90.698399096
2.02352404594e-06,-1.92431584001e-06,1.64202451706e-06,-85.7826494554,-9.40677056701,16.7886879982,-30.6861009167,256.000629183,199.814811204,-75.5629712002,644.123481111,310.82487801,91.4021924179,3.82584494183,-13.0330892851,33.6965428752,267.633747976,37.8229898227,-19.5927024989,633.059132982,203.51980844,-27.2368748076,-169.873025411,-33.2015971603,-46.3266782812,-421.624744457,-107.214721353,-90.010285284,-611.845559813,-138.95701996,75.9500507001,-350.296814607,-87.3439217528,283.001827668,-234.73950983,-68.8084725719,451.852012683,-87.9054624296,-229.094613277,-148.018444427,-341.385999547,-85.8944932915,-164.73966458,-212.60861104,-60.2194150225,-221.427304172,-151.483046542,-178.530881425
1.79708003998e-06,-1.65446996689e-06,1.46535933018e-06,-93.4964375871,-6.24662647831,15.9709105225,-51.9602005588,275.552970729,123.539529534,-52.0065882351,632.86314207,219.994570776,98.7538551316,1.54674800009,-12.4613977036,51.9716789966,276.853688208,79.5081894729,-32.1738135941,632.81341049,280.960517129,-26.433336661,-174.776812938,-29.2013125959,-38.8014889151,-434.258306899,-99.8983996517,-64.4398003943,-629.417780277,-141.913785703,89.6233943841,-372.718647775,-88.4712923094,299.721513762,-283.74034315,-78.0181975568,471.227707103,-173.949176714,-245.534559302,-150.970003279,-351.546950338,-65.2229698665,-203.13646155,-210.625701939,-23.8507153824,-303.853416466,-174.019605304,-191.753618999
2.02281549573e-06,-2.15045586228e-06,1.3271227479e-06,-95.2243369311,-5.13206039244,15.2139026842,-55.735691834,264.317285693,80.5867866993,-65.6018931447,610.632428147,167.918603821,101.232667274,-1.04008636571,-12.0193302412,59.1989308725,272.901357115,109.261603688,-11.2870760415,571.546819766,351.488375585,-14.4195772268,-173.92496134,-22.4707470277,-7.34098907882,-431.428738011,-86.0593897544,-31.0990398918,-609.767640379,-117.945950283,117.436991658,-371.115600358,-80.401055271,299.458769812,-281.620305494,-110.254832854,431.966918017,-190.733729278,-286.365469569,-130.422968681,-358.350917801,-51.461830468,-258.163858415,-248.229936778,-29.8092673179,-341.453833673,-242.248424901,-187.845600985
2.64614894986e-06,-2.84989327192e-06,1.60724371672e-06,-94.8348071179,-7.07223690203,-1.56611547845,-50.4316338067,258.44516483,35.1339032482,-82.4926112088,611.758279017,98.7085321064,102.51537905,-1.36937036086,5.44702445,80.1359912309,278.845121587,97.68863863,-6.26864659744,572.085410445,333.345465504,8.78774602522,-181.480234433,-36.6281754179,14.3799047781,-424.712687964,-119.675119196,12.3430235516,-583.140138511,-136.014825859,135.745272,-367.145544211,-102.469636617,318.06526011,-284.208745436,-139.699298863,409.017037933,-161.99787227,-307.543147387,-113.881861421,-353.698502897,-98.6836856186,-303.611548924,-256.900385867,-108.62088304,-388.969899158,-278.786289677,-269.682854631
2.15500742197e-06,-2.27654874325e-06,1.14666819572e-06,-97.7121837562,-4.63478544319,-22.3240121659,-29.9518311623,303.957273568,28.9914834831,-53.4926289223,688.960417359,94.2796240755,104.427046261,-1.96743545176,25.4988945465,105.506659289,320.537232633,65.2988895656,4.00985566523,617.187545712,336.565269001,8.30274645474,-202.344132342,-44.8688960487,30.923329354,-451.433639273,-115.942051304,52.9153303635,-588.941800302,-163.973294978,153.494950819,-391.367281308,-80.0098929534,350.099938025,-269.536761518,-107.644686263,390.500142024,-151.247630538,-285.911185711,-101.885560818,-390.792497243,-113.455947473,-297.29997429,-316.63978422,-152.009584129,-361.737707919,-323.211224022,-291.79207722
